Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Mexico,MEX,2014,526,19229,4096,7114,2,2407,22587,1134,5311,455,2544,143034,20798,16170,4010,7027,54,4660,141,89821,38,59888,60822,458,6364,19895,32846,38330,59660,937,253
Mexico,MEX,2015,533,19798,4205,6974,2,2372,23459,1070,5300,474,2521,146828,20894,15390,4048,7170,53,4679,144,91814,23,61729,62551,466,6238,19885,33364,39202,61011,944,245
Mexico,MEX,2016,533,20753,4316,6868,1,2354,26015,1029,5093,500,2516,151252,21345,14439,4061,7442,225,4694,142,94653,12,64470,64653,461,6145,20236,34057,40744,63145,959,242
Mexico,MEX,2017,545,21901,4532,6995,1,2437,31509,1059,5157,542,2590,158878,22042,13592,4157,7927,732,4750,148,99314,0,68316,67633,474,6234,21149,35501,43161,66516,1012,241
Mexico,MEX,2018,534,22746,4705,7275,1,2460,31268,1061,5101,580,2600,161559,22184,12964,4374,8038,40,4836,150,102409,6,70454,69641,479,6493,21502,36733,44654,68610,1032,243
Mexico,MEX,2019,522,23657,4973,7558,1,2373,30673,1019,5034,596,2596,167535,22592,12384,4518,7805,0,4932,152,106421,0,73838,72539,471,6745,21103,38524,46328,71124,1147,242
Micronesia,FSM,1990,5,5,4,7,0,13,8,6,6,1,25,245,60,47,1,24,0,34,1,74,0,42,22,1,7,25,68,21,39,2,1
Micronesia,FSM,1991,5,5,4,7,0,13,8,6,6,1,25,249,60,46,1,24,0,31,1,75,0,45,23,1,7,25,68,21,39,2,1
Micronesia,FSM,1992,5,5,4,7,0,13,8,6,7,1,24,252,59,45,1,25,0,29,1,77,0,47,24,1,7,25,68,21,38,2,1
Micronesia,FSM,1993,5,6,4,7,0,13,8,6,7,1,24,254,58,43,1,25,0,27,1,78,0,49,26,1,6,25,68,20,38,2,1
Micronesia,FSM,1994,5,6,4,6,0,14,9,6,7,1,23,256,57,42,1,25,0,26,1,79,0,51,27,1,6,25,67,20,38,2,1
Micronesia,FSM,1995,4,6,4,6,0,14,9,6,7,1,22,257,55,40,1,25,0,24,1,80,0,53,28,1,6,25,66,20,37,2,1
Micronesia,FSM,1996,4,6,4,6,0,14,9,6,7,1,21,258,54,39,1,25,0,23,1,81,0,56,29,1,6,25,66,20,37,2,1
Micronesia,FSM,1997,4,6,4,5,0,14,9,5,7,1,21,260,52,37,1,25,0,21,1,81,0,59,31,1,5,25,65,19,36,2,1
Micronesia,FSM,1998,4,6,4,5,0,14,9,5,7,1,21,261,50,35,1,25,0,20,1,82,0,62,32,1,5,25,64,19,35,2,1
Micronesia,FSM,1999,3,6,4,5,0,14,10,5,6,1,20,262,48,33,1,25,0,19,1,82,0,65,34,1,5,24,63,19,35,2,1
Micronesia,FSM,2000,3,6,4,5,0,13,10,5,6,1,19,262,47,31,1,24,0,37,1,83,0,68,36,1,4,24,62,18,34,2,1
Micronesia,FSM,2001,3,6,4,4,0,13,10,5,6,1,18,263,45,29,1,24,0,16,1,84,0,71,38,1,4,24,60,18,33,2,1
Micronesia,FSM,2002,3,7,4,4,0,13,10,4,6,1,17,265,43,26,2,24,47,15,1,84,0,74,39,1,4,23,59,18,32,2,1
Micronesia,FSM,2003,3,7,4,4,0,13,9,4,7,1,16,266,42,24,2,23,0,14,1,85,0,76,40,1,4,23,58,18,32,2,1
Micronesia,FSM,2004,3,7,4,4,0,13,9,4,7,1,15,268,42,23,2,23,1,13,1,86,0,80,42,1,4,23,57,17,32,2,1
Micronesia,FSM,2005,2,7,4,4,0,13,9,4,9,1,14,269,41,22,2,23,0,12,0,87,0,83,43,1,3,23,56,17,31,2,1
Micronesia,FSM,2006,2,7,4,3,0,13,9,4,10,1,14,272,41,20,2,23,0,12,0,89,0,83,44,1,3,23,55,17,31,2,1
Micronesia,FSM,2007,2,7,4,3,0,13,9,4,11,1,13,277,41,19,2,23,0,11,0,90,0,84,44,1,3,23,55,18,31,2,1
Micronesia,FSM,2008,2,7,4,3,0,13,9,3,13,1,13,282,40,18,2,23,0,11,0,92,0,85,44,1,3,23,55,18,31,1,0
Micronesia,FSM,2009,2,7,4,3,0,12,9,3,15,1,13,287,40,17,2,23,0,11,0,94,0,85,44,1,3,23,55,18,31,1,0
Micronesia,FSM,2010,2,7,4,3,0,12,9,3,17,1,13,291,39,16,2,23,0,10,0,95,0,86,43,1,3,22,55,18,32,1,0
Micronesia,FSM,2011,2,7,4,3,0,12,9,3,19,1,13,295,39,15,2,23,0,10,0,96,0,88,44,1,3,22,55,18,32,1,0
Micronesia,FSM,2012,2,7,4,3,0,12,9,3,21,1,13,298,39,14,2,23,0,10,0,98,0,90,44,1,3,22,55,18,32,1,0
Micronesia,FSM,2013,2,7,5,3,0,12,9,3,23,1,12,303,38,13,2,23,0,10,0,100,0,93,44,1,3,22,55,18,32,1,0
Micronesia,FSM,2014,2,7,5,3,0,12,9,3,27,1,12,308,38,12,2,23,0,10,0,102,0,96,45,1,3,22,55,19,32,1,0
Micronesia,FSM,2015,2,7,5,3,0,12,9,3,31,1,12,312,38,12,2,23,5,9,0,103,0,99,46,1,3,22,55,19,33,1,0
Micronesia,FSM,2016,2,7,5,3,0,12,9,2,35,1,12,316,38,11,2,23,0,9,0,105,0,102,46,1,3,22,56,19,33,1,0
Micronesia,FSM,2017,2,8,5,3,0,12,9,2,38,1,12,321,38,10,2,23,0,9,0,107,0,104,47,1,3,22,56,19,33,1,0
Micronesia,FSM,2018,2,8,5,3,0,12,9,2,41,1,12,326,38,10,2,23,0,9,0,110,0,107,48,1,3,22,56,20,34,1,0
Micronesia,FSM,2019,2,8,5,3,0,12,9,2,45,1,11,331,38,9,2,23,0,9,0,112,0,109,49,1,2,23,57,20,34,1,0
Netherlands,NLD,1990,140,4601,1169,117,0,129,188,21,307,62,198,51094,3966,637,150,1883,6,43,65,36424,4,3657,1677,25,76,1716,6934,1454,4863,130,6
Netherlands,NLD,1991,145,4714,1170,124,0,120,209,19,340,67,196,50589,4209,608,160,1896,0,47,65,37243,0,3642,1700,25,84,1655,7077,1488,4942,131,6
Netherlands,NLD,1992,144,4849,1168,132,0,118,226,22,464,70,202,50477,4553,581,173,1882,1,51,65,37878,0,3603,1735,24,95,1620,7235,1532,5071,134,6
Netherlands,NLD,1993,139,5000,1180,146,0,117,224,22,493,74,212,51428,5215,576,188,1902,1,58,67,38790,0,3635,1828,23,108,1603,7619,1594,5257,140,6
Netherlands,NLD,1994,141,5111,1165,152,0,113,213,20,506,75,205,50560,5514,541,205,1881,0,67,63,38763,0,3566,1849,22,115,1551,7644,1614,5308,140,6
Netherlands,NLD,1995,155,5256,1171,157,0,110,225,20,500,78,205,50609,5995,521,220,1870,3,76,57,38707,4,3532,1901,21,121,1523,7913,1658,5422,140,6
Netherlands,NLD,1996,151,5350,1180,172,0,107,239,25,377,86,197,50464,6429,523,244,1867,3,95,44,39769,0,3506,1950,21,137,1490,8122,1681,5519,140,6
Netherlands,NLD,1997,148,5445,1179,184,0,107,240,21,222,93,188,49713,6747,500,267,1843,2,105,37,40055,0,3518,1962,19,147,1429,8216,1698,5558,137,6
Netherlands,NLD,1998,151,5564,1192,198,0,106,229,26,169,98,183,49443,7099,517,295,1831,0,119,32,40448,0,3575,1997,18,163,1395,8452,1735,5659,137,6
Netherlands,NLD,1999,158,5690,1219,220,0,109,253,23,171,107,182,49598,7488,528,316,1845,0,142,29,40907,0,3716,2062,18,184,1393,8645,1792,5827,139,6
Netherlands,NLD,2000,160,5828,1248,229,0,111,232,23,165,119,174,49240,7673,536,337,1862,0,164,24,40556,0,3870,2150,18,193,1375,8771,1847,6014,136,6
Netherlands,NLD,2001,160,5910,1279,231,0,110,247,19,159,124,166,48550,7575,533,348,1870,3,190,22,40990,1,4075,2223,19,193,1328,8803,1880,6150,139,6
Netherlands,NLD,2002,161,6000,1324,245,0,112,244,23,122,128,162,48299,7638,520,341,1910,2,222,19,41054,2,4163,2294,19,202,1292,8962,1935,6345,128,6
Netherlands,NLD,2003,152,6128,1374,248,0,110,249,13,120,132,159,47963,7744,490,336,1955,0,255,21,39454,0,4194,2389,19,204,1258,9194,2002,6530,126,6
Netherlands,NLD,2004,139,6068,1351,243,0,104,235,14,112,131,147,44799,7389,452,317,1874,0,274,17,41609,1,3949,2360,18,198,1128,8802,1896,6264,120,6
Netherlands,NLD,2005,136,6140,1370,244,0,99,210,16,98,126,141,43015,7355,457,312,1831,0,295,16,42369,0,3794,2399,17,192,1047,8778,1839,6136,134,5
Netherlands,NLD,2006,109,6238,1387,244,0,95,179,16,60,125,134,41332,7134,420,301,1796,0,315,16,43748,1,3602,2453,16,187,993,8697,1790,6035,116,5
Netherlands,NLD,2007,103,6350,1402,244,0,89,177,11,83,125,121,39661,6920,394,299,1758,7,335,15,44748,7,3397,2520,15,184,947,8636,1740,5911,112,5
Netherlands,NLD,2008,100,6510,1436,241,0,87,180,10,64,134,113,38765,6831,384,300,1794,0,359,15,46029,6,3267,2621,15,181,909,8668,1729,5879,111,5
Netherlands,NLD,2009,100,6660,1467,237,0,86,178,10,79,138,106,37942,6681,380,308,1817,0,367,15,47071,11,3135,2706,15,174,866,8700,1696,5799,108,5
Netherlands,NLD,2010,98,6831,1502,233,0,84,165,6,59,136,102,37570,6452,369,315,1863,5,385,15,48019,3,3042,2851,15,169,834,8790,1678,5778,105,4
Netherlands,NLD,2011,96,7036,1541,227,0,83,163,6,69,141,96,37358,6259,348,334,1911,0,398,15,48950,0,2954,2991,15,160,819,8944,1656,5760,103,4
Netherlands,NLD,2012,92,7254,1591,218,0,84,160,7,56,145,93,37670,6139,347,359,1968,0,411,15,50183,0,2929,3159,15,147,808,9232,1667,5812,102,5
Netherlands,NLD,2013,92,7441,1622,207,0,82,144,7,54,149,93,37725,5758,342,410,1998,2,400,15,50842,1,2894,3285,14,131,776,9373,1648,5786,100,5
Netherlands,NLD,2014,92,7630,1647,194,0,81,146,6,51,151,91,37672,5468,339,445,1996,0,398,14,51271,186,2859,3361,14,115,756,9387,1628,5747,99,5
Netherlands,NLD,2015,90,7861,1714,188,0,80,132,6,56,162,93,38669,5552,316,476,2034,1,407,15,52591,0,2931,3506,14,105,765,9805,1671,5886,100,5
Netherlands,NLD,2016,95,8098,1770,187,0,81,127,7,61,171,93,39559,5618,329,497,2058,0,418,16,53752,3,3025,3583,14,100,776,10040,1713,6027,102,5
Netherlands,NLD,2017,94,8311,1816,198,0,80,140,7,52,170,95,40577,5893,320,488,2041,4,418,16,54442,0,3136,3635,14,112,788,10283,1745,6177,104,5
Netherlands,NLD,2018,95,8506,1866,204,0,80,142,7,50,172,97,41547,6094,315,484,2029,3,421,16,55456,0,3245,3700,14,119,799,10517,1777,6322,106,5
Netherlands,NLD,2019,96,8715,1919,210,0,80,144,7,49,176,99,42569,6330,308,480,2017,0,425,16,56513,0,3357,3780,14,126,810,10766,1810,6478,108,5
New Zealand,NZL,1990,26,770,160,12,0,72,79,6,51,26,35,11253,996,199,35,474,3,13,6,6762,0,428,308,8,7,779,1542,192,750,36,2
New Zealand,NZL,1991,26,807,165,12,0,69,74,8,61,27,34,11179,970,183,34,483,4,12,6,6833,0,440,315,8,7,734,1557,196,754,35,2
New Zealand,NZL,1992,26,844,174,12,0,68,78,6,58,29,33,11324,957,170,32,500,3,11,6,6980,0,466,334,8,7,707,1616,199,764,36,2
New Zealand,NZL,1993,29,883,182,12,0,68,64,10,53,31,32,11434,929,171,33,512,0,11,6,7127,0,491,349,8,8,684,1667,204,770,36,2
New Zealand,NZL,1994,28,919,188,11,0,67,70,7,54,32,31,11271,892,161,34,520,2,11,6,7163,0,511,355,8,7,649,1698,205,767,34,2
New Zealand,NZL,1995,29,964,199,12,0,68,70,7,36,36,30,11483,848,142,33,556,0,12,5,7326,0,550,374,8,8,645,1784,214,778,34,2
New Zealand,NZL,1996,32,1001,207,12,0,68,70,6,39,39,29,11425,821,144,32,567,3,12,5,7408,0,580,386,9,8,616,1849,216,774,35,2
New Zealand,NZL,1997,33,1035,213,12,0,69,68,4,35,40,28,11272,735,138,33,573,6,13,5,7413,0,608,396,9,8,593,1862,217,762,33,2
New Zealand,NZL,1998,31,1067,218,11,0,67,63,6,16,40,28,11018,607,128,32,563,10,12,4,7408,0,632,394,8,7,560,1844,212,734,30,2
New Zealand,NZL,1999,31,1108,229,11,0,66,57,6,23,39,25,11196,580,135,33,551,2,13,4,7545,0,656,422,8,7,547,1919,221,748,29,2
New Zealand,NZL,2000,30,1145,236,9,0,63,67,6,21,39,23,11070,518,144,36,532,2,15,5,7559,0,643,475,8,6,519,1894,217,757,28,2
New Zealand,NZL,2001,31,1192,249,9,0,60,61,4,15,42,21,11223,519,138,38,540,2,16,5,7613,0,651,508,7,6,506,1954,222,776,28,2
New Zealand,NZL,2002,28,1244,261,10,0,62,72,7,13,45,21,11334,526,144,39,539,2,18,6,7469,0,661,538,8,6,495,1977,231,804,28,1
New Zealand,NZL,2003,27,1266,264,10,0,59,66,6,12,46,22,11019,513,139,40,543,5,20,6,7784,0,651,557,9,6,485,1944,228,785,26,1
New Zealand,NZL,2004,27,1299,271,9,0,57,59,5,15,47,22,10854,518,139,42,544,13,23,5,7945,0,639,579,9,6,472,1928,230,795,26,1
New Zealand,NZL,2005,25,1335,274,10,0,57,69,6,14,49,20,10566,514,129,43,545,0,27,6,8000,0,627,596,8,7,455,1885,231,790,25,1
New Zealand,NZL,2006,24,1382,283,10,0,56,67,8,17,49,20,10462,531,132,44,541,4,34,6,8148,0,621,622,8,7,441,1889,236,810,24,1
New Zealand,NZL,2007,24,1434,293,11,0,58,63,11,12,53,19,10425,550,137,45,544,1,46,6,8377,0,618,652,9,8,443,1915,243,835,25,1
New Zealand,NZL,2008,19,1482,303,11,0,58,64,7,8,54,18,10388,571,141,48,543,11,55,6,8544,0,612,673,10,8,432,1943,249,859,26,1
New Zealand,NZL,2009,18,1526,308,12,0,57,74,10,10,55,18,10259,595,147,49,537,7,64,7,8643,0,592,685,9,9,416,1929,253,879,25,1
New Zealand,NZL,2010,17,1579,314,12,0,56,61,7,15,56,17,10225,630,155,51,534,1,70,7,8727,0,570,691,9,10,399,1933,254,891,23,1
New Zealand,NZL,2011,17,1641,327,13,0,56,59,7,10,57,17,10420,688,147,53,531,188,78,7,8951,0,567,717,9,10,378,1982,263,927,22,1
New Zealand,NZL,2012,15,1694,337,13,0,53,59,7,12,57,16,10438,728,143,53,531,2,82,7,9117,0,558,734,9,10,366,2009,268,944,22,1
New Zealand,NZL,2013,13,1737,342,13,0,52,59,7,11,56,16,10316,744,139,53,518,4,81,7,9228,0,551,748,8,10,341,2018,269,954,22,1
New Zealand,NZL,2014,13,1794,354,14,0,51,52,5,17,57,16,10558,786,146,55,514,3,87,7,9464,0,558,782,8,11,340,2085,276,983,22,1
New Zealand,NZL,2015,12,1846,359,14,0,51,57,6,7,58,17,10673,816,123,56,512,5,85,7,9592,0,557,803,8,11,344,2120,277,996,22,1
New Zealand,NZL,2016,12,1902,362,14,0,50,58,6,9,61,17,10833,822,101,55,515,2,81,7,9667,0,580,816,8,11,345,2147,279,1003,22,1
New Zealand,NZL,2017,13,1959,369,15,0,50,58,6,9,62,17,11041,839,106,56,510,0,80,7,9816,0,599,834,8,12,346,2194,280,1017,22,1
New Zealand,NZL,2018,13,2019,392,15,0,50,58,6,9,64,18,11653,878,103,57,513,0,81,7,10322,0,645,887,8,12,350,2329,293,1066,23,1
New Zealand,NZL,2019,13,2066,403,15,0,50,58,6,9,65,18,11948,896,101,57,512,2,80,7,10584,0,670,915,8,12,352,2396,297,1088,23,1
Nigeria,NGA,2007,57314,8602,2342,9382,267368,3883,10074,20349,100730,161,55797,133656,208401,192018,961,6814,91,253568,909,55609,628,18828,16026,3954,8823,17720,22170,35595,61219,4142,3678
Nigeria,NGA,2008,56276,8938,2447,8850,280604,3745,10124,19930,95773,165,52577,133744,202257,194666,966,6883,0,246594,892,57021,913,19065,16136,3870,8301,17507,22244,35955,61813,3986,3501
Nigeria,NGA,2009,59349,9213,2533,8663,276715,3733,10223,20001,89799,172,51184,135318,199250,197097,987,7122,31,243669,895,59145,2668,19485,16430,3857,8110,17658,22529,36699,62992,4004,3400
Nigeria,NGA,2013,52141,10472,2917,7542,227310,3458,12037,19685,77539,220,48787,146744,191077,204573,1123,7613,19,215679,910,70387,6260,21835,17827,3809,6984,18610,23880,39606,68184,4042,3040
Nigeria,NGA,2016,49572,11041,3053,6884,186482,3505,13090,18441,77599,246,50424,155266,191915,202317,1164,7624,46,200794,962,75842,5064,22964,19144,3834,6317,19370,24038,38874,68094,4157,2761
Nigeria,NGA,1990,40226,4984,1431,10236,148931,2887,6579,11879,7723,95,59421,118057,169472,121027,743,4330,0,284419,728,34236,81,12194,11660,2937,9769,11832,17749,25713,43375,2876,4292
Nigeria,NGA,1991,41349,5107,1460,10517,157502,2977,7140,12398,11761,100,60481,120203,174686,125598,754,4418,0,297403,744,35172,13,12561,11928,2908,10039,12185,17994,26125,44145,2948,4475
Nigeria,NGA,1992,42711,5255,1496,10624,165722,3071,7951,12918,17130,105,62090,123006,180284,130522,771,4566,0,281303,782,36234,147,13022,12257,3007,10141,12663,18313,26664,45145,3037,4628
Nigeria,NGA,1993,44166,5395,1528,10693,173695,3165,8438,13396,23871,110,63446,125642,185946,135700,782,4694,0,276528,781,37283,3,13453,12536,3107,10210,13082,18594,27081,46006,3133,4666
Nigeria,NGA,1994,45460,5540,1557,11053,180588,3256,7467,13962,31881,113,65194,127914,192168,140521,788,4803,30,273916,800,38162,90,13851,12756,3189,10552,13421,18837,27378,46688,3205,4825
Nigeria,NGA,1995,46492,5654,1578,11401,186263,3313,7634,14061,40865,115,67625,129482,198897,144810,793,4903,0,271658,820,38843,9,14172,12887,3252,10874,13667,19031,27473,47083,3265,5022
Nigeria,NGA,1996,59006,5754,1592,11568,191437,3367,7900,14618,50405,117,68778,132523,203492,148866,795,5023,0,274988,832,39405,83,14434,13000,3296,11029,13879,19112,27460,47296,3307,5067
Nigeria,NGA,1997,48278,5894,1614,11913,197467,3417,8586,15300,59969,119,69098,135221,206728,153247,803,5234,0,272445,844,40298,452,14804,13176,3362,11351,14199,19311,27746,47939,3365,5178
Nigeria,NGA,1998,50009,6041,1637,12155,202843,3478,8500,16126,71604,122,69735,138002,209694,157553,812,5472,15,272459,857,41305,943,15193,13336,3438,11574,14574,19542,28018,48666,3435,5246
Nigeria,NGA,1999,50499,6186,1661,12206,207571,3528,9369,16891,82999,124,70661,140664,212981,162025,820,5706,189,273760,871,42312,2692,15568,13492,3503,11614,14916,19824,28428,49645,3489,5219
Nigeria,NGA,2000,51685,6395,1719,11924,212123,3554,10596,17263,91616,124,71501,142398,215544,166039,830,5876,36,273848,884,43405,3553,15961,13777,3561,11334,15229,20129,28957,50641,3541,5179
Nigeria,NGA,2001,52027,6595,1782,11977,221139,3557,10783,17960,99303,127,71286,141888,216216,170248,846,6036,200,272987,896,44569,1155,16317,14129,3598,11373,15536,20422,29733,51745,3607,5162
Nigeria,NGA,2002,53195,6962,1890,11629,226408,3617,9492,18725,104701,132,70036,142175,216774,175409,869,6198,0,268973,966,46497,2101,16937,14684,3674,11038,16012,20931,30913,53662,3664,4836
Nigeria,NGA,2003,53916,7262,1964,11390,235380,3690,9554,19295,108081,138,68360,140179,215409,179486,890,6325,16,262567,908,48197,1027,17415,15123,3712,10806,16341,21239,31846,55084,3714,4508
Nigeria,NGA,2004,54092,7635,2064,10589,236937,3658,11327,19914,109749,144,65773,138269,213336,182540,915,6455,94,256236,907,50181,1445,17873,15493,3758,10018,16690,21580,32887,56738,3778,4210
Nigeria,NGA,2005,54266,7992,2163,9651,243827,3679,9720,20274,109023,150,61754,136056,208505,185687,931,6542,60,248877,897,51932,360,18145,15586,3769,9105,16867,21792,33850,58188,3811,3948
Nigeria,NGA,2006,56924,8385,2279,9620,257505,3837,9940,20344,105000,155,58881,135125,210683,189061,947,6658,40,254013,909,53931,589,18539,15873,3916,9063,17447,22119,34803,59910,3986,3810
Nigeria,NGA,2010,55105,9527,2623,8385,266638,3663,11174,19991,87236,182,49386,137026,194723,199507,1017,7346,40,240708,893,61627,1497,19988,16694,4029,7832,17801,22820,37704,64449,3994,3300
Nigeria,NGA,2011,53692,9874,2719,7995,254072,3509,11819,20254,86006,195,47775,139912,189770,201486,1054,7517,185,228309,884,64551,1650,20621,17019,3782,7449,17997,23125,38456,65727,3960,3205
Nigeria,NGA,2012,52126,10209,2828,7943,239886,3563,11269,20112,82793,208,47582,143645,189640,203428,1091,7612,378,221382,893,67786,3091,21336,17483,3808,7389,18358,23577,39274,67301,4009,3128
Nigeria,NGA,2014,52114,10623,2945,7149,218689,3443,12925,19240,74814,229,50413,148499,192397,203887,1141,7552,15,210178,934,72209,14156,22171,18290,3789,6593,18723,23860,39342,68129,4049,2935
Nigeria,NGA,2015,48484,10918,3025,7025,204672,3399,12648,18644,75930,236,50844,153963,192033,203212,1145,7499,94,203706,947,73971,14635,22565,18731,3779,6467,19053,23953,38674,67489,4069,2807
Nigeria,NGA,2017,48790,11394,3130,6490,176183,3364,13436,18156,79121,255,48699,157966,184438,199123,1183,7706,20,198476,954,77596,5077,23373,19428,3767,5934,19319,24189,39654,69254,4104,2699
Nigeria,NGA,2018,46198,11753,3234,5908,187000,3254,14093,17789,81427,264,46524,160449,177834,197179,1199,7800,300,188747,937,79466,5440,23877,19710,3699,5385,18531,24304,39914,69518,4090,2595
Nigeria,NGA,2019,44914,12113,3334,5496,191106,3153,12958,17650,82270,274,45278,163496,172978,195397,1221,7970,0,181138,927,81558,3086,24473,20045,3640,4996,18508,24506,40381,70077,4017,2540
Pakistan,PAK,2007,25319,7870,3095,12407,3946,2997,12804,18097,804,702,77007,266758,77098,281495,1596,13447,911,94786,370,125500,2150,30181,31501,2251,7602,14762,76093,35523,51479,2424,8548
Pakistan,PAK,2008,25164,7994,3150,13845,3163,3254,13418,18159,913,734,76179,271526,80081,283620,1632,13729,249,98703,391,129673,4676,31519,32623,2412,8699,15446,76380,36354,52532,2549,8730
Pakistan,PAK,2009,25780,8123,3209,14369,4945,3325,13384,18007,1043,762,74408,275938,80657,283108,1665,13938,102,99408,407,133173,8105,32859,33559,2484,9201,15877,76536,37068,53403,2587,8790
Pakistan,PAK,2012,20011,8665,3427,15033,9847,3347,13926,17444,1775,822,71510,292618,77902,279643,1774,14645,671,95625,425,143873,6963,36807,36359,2564,9514,16756,78053,38796,55573,2569,8757
Pakistan,PAK,2014,20300,9209,3642,16120,3275,3581,12315,17559,2418,863,68943,307223,77899,278712,1897,15758,271,90732,568,154842,6325,40172,39008,2110,10090,18002,79506,40482,57615,2740,8963
Pakistan,PAK,2015,20247,9488,3753,16320,3922,3680,12516,17280,2758,863,68586,313967,77245,273242,1943,16121,663,88656,1663,159325,5041,41745,40165,2141,10121,18341,80176,40981,58255,2771,9013
Pakistan,PAK,2016,20277,9821,3871,16908,4120,3707,12872,17144,3072,866,68042,320769,76940,270601,1999,16601,409,86393,438,164509,2450,43530,41459,2182,10410,18817,80844,41723,59261,2850,9015
Pakistan,PAK,1990,27057,6928,2303,16829,10914,6409,8188,12068,288,247,70143,172526,80914,209471,912,7232,22,133214,308,73424,261,12804,15212,1911,12802,7893,64997,25979,40425,2129,11112
Pakistan,PAK,1991,27172,7051,2371,16773,10532,6199,8123,12681,336,261,72376,179306,81987,215677,949,7609,349,131305,821,76026,264,13518,15947,1939,12531,8257,66616,26536,41191,2155,11081
Pakistan,PAK,1992,27208,7145,2434,16190,10823,6121,8423,13493,381,276,75740,187083,82878,220033,989,8020,1541,130725,309,78867,155,14316,16786,1961,11899,8662,68293,27147,42064,2178,11097
Pakistan,PAK,1993,27224,7165,2487,16234,11641,6032,8765,14185,420,290,80197,194911,84022,221948,1030,8457,682,131228,318,81439,5,15125,17635,1993,11672,9083,70060,27655,42779,2213,11091
Pakistan,PAK,1994,27797,7211,2548,15627,11048,6070,9117,15036,451,309,83896,203609,85830,224753,1082,8991,352,130701,329,84711,394,16046,18589,2062,11104,9653,71873,28368,43730,2281,11156
Pakistan,PAK,1995,28456,7312,2629,16328,11314,6080,9333,15928,472,336,85578,213514,86845,230297,1146,9645,1063,128251,336,88769,766,17154,19678,2149,11370,10335,73868,29335,44938,2365,11201
Pakistan,PAK,1996,28426,7362,2673,16083,12030,5766,9548,16287,484,358,85978,219882,86258,233324,1196,10091,155,125230,372,91579,477,18020,20496,2192,11032,10844,74779,29967,45612,2409,11089
Pakistan,PAK,1997,28530,7375,2702,15676,12339,5444,9815,16627,492,380,87203,225799,86486,237085,1244,10532,262,123043,444,95215,498,18860,21393,2302,10621,11384,75476,30412,46028,2461,11043
Pakistan,PAK,1998,28291,7372,2709,15343,11825,4958,10161,16723,496,396,87435,228975,86053,238742,1275,10845,1026,120460,346,98038,182,19463,22061,2252,10300,11740,75250,30648,46129,2484,10887
Pakistan,PAK,1999,28252,7396,2743,15139,11718,4415,10429,16938,499,418,86927,233120,86473,245567,1312,11210,292,117595,359,101664,541,20201,22870,2262,10070,12167,75320,31135,46573,2505,10742
Pakistan,PAK,2000,28055,7479,2789,14959,7006,3875,10676,17407,503,441,85301,238629,86150,255847,1360,11651,0,113732,373,106261,119,21152,23842,2265,9802,12677,75588,31976,47492,2502,10625
Pakistan,PAK,2001,27762,7543,2837,14512,5431,3568,10942,17881,512,469,83871,244193,85192,263707,1405,12078,257,109718,352,109200,115,22465,24977,2279,9348,13142,75951,32741,48364,2508,10313
Pakistan,PAK,2002,27691,7568,2873,14388,4323,3437,11251,18272,529,510,83958,248933,84981,270655,1443,12423,90,107011,470,111979,150,23718,26045,2307,9196,13577,76225,33287,48962,2531,10102
Pakistan,PAK,2003,27299,7584,2905,13388,4158,3325,11435,18531,554,557,84263,253098,84269,275729,1476,12708,329,104517,562,114605,274,25088,27469,2307,8495,13894,76291,33626,49344,2570,9783
Pakistan,PAK,2004,26924,7620,2948,13490,2367,3224,11792,18600,590,608,83494,256841,83254,279893,1508,12984,29,101923,364,117338,477,26486,28732,2295,8419,14171,76258,34036,49805,2519,9438
Pakistan,PAK,2005,26320,7691,3000,13039,3510,3103,11826,18476,637,651,81504,260552,80929,280580,1544,13201,74056,98429,468,120275,220,28030,30049,2270,8051,14368,76305,34487,50277,2523,9094
Pakistan,PAK,2006,26209,7778,3052,12803,3533,3135,12088,18460,708,678,79513,264165,79678,285100,1573,13406,429,96699,442,123105,524,29139,30830,2268,7928,14587,76281,35010,50897,2521,8824
Pakistan,PAK,2010,25486,8288,3277,14289,8828,3310,13706,17901,1244,790,72198,281008,79711,283513,1701,14138,2186,97611,427,136615,11537,34391,34575,2500,9141,16171,76884,37671,54116,2492,8809
Pakistan,PAK,2011,25279,8456,3340,14575,9551,3278,13772,17702,1477,805,71953,286459,78627,280869,1734,14355,511,96761,423,139633,5833,35429,35323,2505,9225,16381,77313,38202,54827,2517,8731
Pakistan,PAK,2013,20160,8920,3537,15264,4013,3500,14225,17593,2075,852,69453,300309,77903,279914,1834,15219,762,92577,426,149631,5527,38504,37657,2649,9642,17400,78672,39779,56752,2656,8842
